timestamp_utc,run_name,phase,epoch,loss,accuracy,epoch_time_sec,avg_step_time_sec,samples,batches,samples_per_sec,batches_per_sec,optimizer_steps,peak_vram_mb
2026-02-28T01:17:45.299736+00:00,ga_resnet50_mb64_ebs512_acc8_full,train,1,0.16740042958400614,0.9376990557076605,194.66407359999903,0.20612604696070863,53691,839,275.8136054952066,4.3099889182633655,105,5789.90185546875
2026-02-28T01:17:45.300236+00:00,ga_resnet50_mb64_ebs512_acc8_full,val,1,0.12256047209458691,0.9620162446249403,24.78248210000129,0.06671177575753973,4186,66,168.90963476171672,2.663171498870832,105,5789.90185546875
2026-02-28T01:20:47.766318+00:00,ga_resnet50_mb64_ebs512_acc8_full,train,2,0.06666671698938477,0.9800152725782719,175.37522050000007,0.2065237505363675,53691,839,306.1492943354559,4.784028197415721,210,5696.84912109375
2026-02-28T01:20:47.766318+00:00,ga_resnet50_mb64_ebs512_acc8_full,val,2,0.10724039520130338,0.968944099378882,6.996757700000671,0.06555724545441163,4186,66,598.2771134120592,9.432940631914931,210,5696.84912109375
2026-02-28T01:23:47.865950+00:00,ga_resnet50_mb64_ebs512_acc8_full,train,3,0.052126595353609945,0.9846342962507683,174.8518468000002,0.20585569737781395,53691,839,307.0656729260233,4.798347946302613,315,5696.84912109375
2026-02-28T01:23:47.867338+00:00,ga_resnet50_mb64_ebs512_acc8_full,val,3,0.11953745527869082,0.9648829431438127,5.166600500000641,0.06549655454568204,4186,66,810.2039242243485,12.774357142572144,315,5696.84912109375
2026-02-28T01:26:50.218210+00:00,ga_resnet50_mb64_ebs512_acc8_full,train,4,0.04194371124075883,0.9875211860460785,175.30681220000042,0.2058358129916011,53691,839,306.26876004536615,4.785895022965901,420,5696.84912109375
2026-02-28T01:26:50.219213+00:00,ga_resnet50_mb64_ebs512_acc8_full,val,4,0.11398723222002942,0.964405160057334,7.029182199999923,0.065548036363604,4186,66,595.5173562011305,9.38942797641534,420,5696.84912109375
2026-02-28T01:29:50.709311+00:00,ga_resnet50_mb64_ebs512_acc8_full,train,5,0.03398069898495364,0.9894768210687079,175.3096544,0.20579170846242864,53691,839,306.26379467667243,4.785817431855025,525,5696.84912109375
2026-02-28T01:29:50.709311+00:00,ga_resnet50_mb64_ebs512_acc8_full,val,5,0.1479351548825084,0.9636884854276159,5.164725900000121,0.06554125606070363,4186,66,810.4979975800655,12.778993750665151,525,5696.84912109375
