timestamp_utc,run_name,phase,epoch,global_step,optimizer_step,loss,accuracy,step_time_sec,samples,batches,samples_per_sec,batches_per_sec,lr,accumulation_steps
2026-02-28T13:22:11.838157+00:00,standard_bs32_acc1,train,1,10,10,0.4505537152290344,0.84375,0.027150100002472755,32,1,1178.632859440132,36.83227685750413,0.0001,1
2026-02-28T13:22:12.126918+00:00,standard_bs32_acc1,train,1,20,20,0.1822211742401123,0.9375,0.027038799998990726,32,1,1183.4844742072303,36.983889818975946,0.0001,1
2026-02-28T13:22:12.600055+00:00,standard_bs32_acc1,train,1,30,30,0.2605113089084625,0.90625,0.027044399997976143,32,1,1183.2394137934177,36.976231681044304,0.0001,1
2026-02-28T13:22:13.077488+00:00,standard_bs32_acc1,train,1,40,40,0.4198663532733917,0.90625,0.026472800003830343,32,1,1208.7878877704636,37.77462149282699,0.0001,1
2026-02-28T13:22:13.673767+00:00,standard_bs32_acc1,train,1,50,50,0.07989174127578735,0.96875,0.027441299993370194,32,1,1166.1255118282,36.44142224463125,0.0001,1
2026-02-28T13:22:14.124055+00:00,standard_bs32_acc1,train,1,60,60,0.10100682824850082,0.9375,0.0274857999975211,32,1,1164.237533667786,36.38242292711831,0.0001,1
2026-02-28T13:22:14.647450+00:00,standard_bs32_acc1,train,1,70,70,0.15270808339118958,0.9375,0.026778100000228733,32,1,1195.0063671330925,37.34394897290914,0.0001,1
2026-02-28T13:22:15.124912+00:00,standard_bs32_acc1,train,1,80,80,0.3339899778366089,0.9375,0.026702400005888194,32,1,1198.394151572279,37.44981723663372,0.0001,1
2026-02-28T13:22:15.717612+00:00,standard_bs32_acc1,train,1,90,90,0.11686649918556213,0.96875,0.02588149999792222,32,1,1236.4043816072863,38.637636925227696,0.0001,1
2026-02-28T13:22:16.185222+00:00,standard_bs32_acc1,train,1,100,100,0.25669729709625244,0.9375,0.027072400000179186,32,1,1182.0156321489117,36.93798850465349,0.0001,1
2026-02-28T13:22:16.687302+00:00,standard_bs32_acc1,train,1,110,110,0.04021742194890976,1.0,0.027354199999535922,32,1,1169.8386354030788,36.55745735634621,0.0001,1
2026-02-28T13:22:17.135718+00:00,standard_bs32_acc1,train,1,120,120,0.1620498150587082,0.90625,0.027440800004114863,32,1,1166.1467593948232,36.442086231088226,0.0001,1
2026-02-28T13:22:17.701765+00:00,standard_bs32_acc1,train,1,130,130,0.05784487724304199,1.0,0.02617159999499563,32,1,1222.6994148664521,38.20935671457663,0.0001,1
2026-02-28T13:22:18.154880+00:00,standard_bs32_acc1,train,1,140,140,0.03086657077074051,1.0,0.02643760000501061,32,1,1210.3973126885637,37.824916021517616,0.0001,1
2026-02-28T13:22:18.676373+00:00,standard_bs32_acc1,train,1,150,150,0.17705006897449493,0.875,0.026027899999462534,32,1,1229.4499364397739,38.42031051374293,0.0001,1
2026-02-28T13:22:19.111527+00:00,standard_bs32_acc1,train,1,160,160,0.1611829549074173,0.96875,0.025287700002081692,32,1,1265.4373469064308,39.54491709082596,0.0001,1
