timestamp_utc,run_name,phase,epoch,global_step,cpu_percent,ram_percent,ram_used_mb,process_rss_mb,gpu_allocated_mb,gpu_reserved_mb,gpu_max_allocated_mb
2026-02-28T02:36:38.052650+00:00,standard_bs32_acc1,train,1,50,13.9,55.9,17774.68359375,1826.2265625,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:36:40.026193+00:00,standard_bs32_acc1,train,1,100,39.7,55.3,17572.60546875,1826.28125,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:36:41.997756+00:00,standard_bs32_acc1,train,1,150,39.6,55.8,17730.3828125,1826.30859375,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:36:43.964417+00:00,standard_bs32_acc1,train,1,200,39.6,55.1,17526.7890625,1832.1328125,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:36:45.928225+00:00,standard_bs32_acc1,train,1,250,36.9,55.6,17683.74609375,1826.44921875,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:36:47.894715+00:00,standard_bs32_acc1,train,1,300,38.6,56.2,17855.3515625,1826.46484375,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:36:49.873088+00:00,standard_bs32_acc1,train,1,350,42.3,55.6,17663.94140625,1826.4765625,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:36:51.853518+00:00,standard_bs32_acc1,train,1,400,40.3,56.1,17829.16796875,1826.65234375,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:36:53.830396+00:00,standard_bs32_acc1,train,1,450,43.0,55.4,17618.00390625,1826.65234375,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:36:55.822040+00:00,standard_bs32_acc1,train,1,500,44.2,55.9,17781.4296875,1826.78515625,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:36:57.809387+00:00,standard_bs32_acc1,train,1,550,41.1,55.3,17584.71484375,1826.78515625,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:36:59.786568+00:00,standard_bs32_acc1,train,1,600,41.6,55.9,17765.28515625,1826.7890625,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:01.761500+00:00,standard_bs32_acc1,train,1,650,40.3,55.1,17534.53515625,1826.83203125,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:03.738455+00:00,standard_bs32_acc1,train,1,700,40.9,55.7,17696.5234375,1826.90625,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:05.716082+00:00,standard_bs32_acc1,train,1,750,43.6,56.2,17872.93359375,1826.94140625,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:07.701037+00:00,standard_bs32_acc1,train,1,800,45.2,55.5,17657.40234375,1826.953125,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:09.690623+00:00,standard_bs32_acc1,train,1,850,47.1,56.0,17796.89453125,1827.39453125,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:11.657308+00:00,standard_bs32_acc1,train,1,900,43.3,55.5,17633.25,1841.70703125,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:13.614358+00:00,standard_bs32_acc1,train,1,950,42.8,55.9,17760.296875,1827.328125,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:15.567868+00:00,standard_bs32_acc1,train,1,1000,44.6,55.2,17541.15625,1827.328125,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:17.521740+00:00,standard_bs32_acc1,train,1,1050,43.6,55.7,17715.8515625,1827.328125,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:19.469417+00:00,standard_bs32_acc1,train,1,1100,43.5,55.1,17511.44921875,1827.328125,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:21.453535+00:00,standard_bs32_acc1,train,1,1150,43.2,55.7,17711.03515625,1827.328125,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:23.433250+00:00,standard_bs32_acc1,train,1,1200,43.1,56.1,17823.48828125,1832.69921875,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:25.419021+00:00,standard_bs32_acc1,train,1,1250,43.6,55.3,17581.0390625,1827.328125,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:27.400772+00:00,standard_bs32_acc1,train,1,1300,43.7,55.8,17753.97265625,1827.328125,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:29.386649+00:00,standard_bs32_acc1,train,1,1350,43.0,55.3,17569.5234375,1834.78515625,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:31.376845+00:00,standard_bs32_acc1,train,1,1400,49.9,55.7,17704.4375,1827.6953125,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:33.557952+00:00,standard_bs32_acc1,train,1,1450,49.8,54.2,17221.26953125,1839.69921875,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:35.773634+00:00,standard_bs32_acc1,train,1,1500,46.1,53.4,16975.3046875,1827.70703125,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:37.986849+00:00,standard_bs32_acc1,train,1,1550,41.2,54.0,17174.77734375,1827.70703125,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:40.239642+00:00,standard_bs32_acc1,train,1,1600,46.0,53.7,17082.265625,1827.70703125,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:37:42.734124+00:00,standard_bs32_acc1,train,1,1650,48.6,53.7,17066.5234375,1837.78515625,164.5400390625,1222.0,1964.54931640625
2026-02-28T02:38:11.824676+00:00,standard_bs32_acc1,epoch_end,1,1678,18.9,53.0,16859.72265625,1774.34375,146.16259765625,322.0,1964.54931640625
2026-02-28T02:38:13.055864+00:00,standard_bs32_acc1,train,2,1700,58.5,53.6,17046.29296875,1787.3828125,164.5400390625,1226.0,886.20849609375
2026-02-28T02:38:15.015433+00:00,standard_bs32_acc1,train,2,1750,45.5,54.1,17201.72265625,1787.1328125,164.5400390625,1226.0,886.20849609375
2026-02-28T02:38:16.977044+00:00,standard_bs32_acc1,train,2,1800,44.7,53.3,16958.54296875,1778.50390625,164.5400390625,1226.0,886.20849609375
2026-02-28T02:38:18.937112+00:00,standard_bs32_acc1,train,2,1850,46.1,53.8,17119.5703125,1773.3984375,164.5400390625,1226.0,886.20849609375
